Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-25 00:00:00+05:30,39.20178414021916,39.57292670763368,38.73785770068994,38.877037048339844,133293103,0.0,0.0
2021-02-26 00:00:00+05:30,38.04196942228206,38.69146716909466,37.438863613210785,37.90279006958008,191695436,0.0,0.0
2021-03-01 00:00:00+05:30,38.41311729891018,38.459509243047236,37.62444009066632,37.85640335083008,120923262,0.0,0.0
2021-03-02 00:00:00+05:30,38.181148651568506,38.64507510643822,37.76361413429017,38.041969299316406,115358594,0.0,0.0
2021-03-03 00:00:00+05:30,38.41311532037623,40.73274780253715,38.27393595565526,40.407997131347656,238140740,0.0,0.0
2021-03-04 00:00:00+05:30,39.89767730424784,41.10388544508529,39.38735888383333,40.45438766479492,215065585,0.0,0.0
2021-03-05 00:00:00+05:30,40.45438171245276,40.45438171245276,38.320320925051014,38.691463470458984,129772294,0.0,0.0
2021-03-08 00:00:00+05:30,39.15539617916014,39.75849848808748,38.5986822715216,38.73786163330078,89990535,0.0,0.0
2021-03-09 00:00:00+05:30,38.92342922220848,39.29456825241271,37.81000505264007,38.59867858886719,77359752,0.0,0.0
2021-03-10 00:00:00+05:30,38.96982013748353,39.2017833525876,38.32032242729658,38.50589370727539,48965330,0.0,0.0
2021-03-12 00:00:00+05:30,38.830641425295084,38.92342883653515,37.763612742118,38.08835983276367,59205010,0.0,0.0
2021-03-15 00:00:00+05:30,38.08836661099384,38.1347585551309,36.88215836603798,37.85640335083008,83777448,0.0,0.0
2021-03-16 00:00:00+05:30,38.041971159546264,38.41311375738187,36.74297560659977,36.92854690551758,99770550,0.0,0.0
2021-03-17 00:00:00+05:30,36.97493473770278,37.067722146592665,35.304800311939886,35.62955093383789,89295594,0.0,0.0
2021-03-18 00:00:00+05:30,36.186264884275545,36.27904876305937,34.005811877552745,34.98005676269531,126241327,0.0,0.0
2021-03-19 00:00:00+05:30,34.51613282916395,35.95430429298779,33.72745564356624,35.67594909667969,135987432,0.0,0.0
2021-03-22 00:00:00+05:30,35.675943493468864,35.76872736450628,34.794482560702185,35.21201705932617,94389245,0.0,0.0
2021-03-23 00:00:00+05:30,35.119230899764524,36.37183444025445,35.07283896259332,35.95429992675781,108051825,0.0,0.0
2021-03-24 00:00:00+05:30,35.86152152831877,36.23266062183767,34.098599330799,34.330562591552734,118077858,0.0,0.0
2021-03-25 00:00:00+05:30,34.33056124834947,34.33056124834947,32.28928392568708,32.93878173828125,190748444,0.0,0.0
2021-03-26 00:00:00+05:30,33.58827744383719,33.77384874143415,33.12435096958386,33.402706146240234,100724564,0.0,0.0
2021-03-30 00:00:00+05:30,33.773848612215744,34.05220378780714,33.21713472155486,33.54188537597656,94886069,0.0,0.0
2021-03-31 00:00:00+05:30,33.49548786360892,34.93366267256159,33.17074076838096,34.00580978393555,117399302,0.0,0.0
2021-04-01 00:00:00+05:30,34.33055699272441,35.7223363302673,34.144985706489784,35.4439811706543,100007430,0.0,0.0
2021-04-05 00:00:00+05:30,35.768731592348175,35.768731592348175,33.58827850994042,34.2841682434082,103941329,0.0,0.0
2021-04-06 00:00:00+05:30,34.284169240297686,34.840879627468226,33.6346714289465,34.376953125,94329535,0.0,0.0
2021-04-07 00:00:00+05:30,34.37694967283353,35.351194522286534,34.191378382585825,34.88726806640625,96171649,0.0,0.0
2021-04-08 00:00:00+05:30,35.02644782018832,35.351194927233294,34.655305235441475,34.74809265136719,68360846,0.0,0.0
2021-04-09 00:00:00+05:30,34.655301945879536,36.1862605382906,34.51612614441887,35.11922836303711,130289882,0.0,0.0
2021-04-12 00:00:00+05:30,34.09859600323109,34.191379882686725,30.89750260931785,31.500608444213867,184407237,0.0,0.0
2021-04-13 00:00:00+05:30,31.54699783312144,32.75320586590405,31.222250741806914,32.56763458251953,147766538,0.0,0.0
2021-04-15 00:00:00+05:30,32.103710048630994,32.79959974800431,31.686179060589442,32.242889404296875,115658330,0.0,0.0
2021-04-16 00:00:00+05:30,32.47485122406294,32.845993796700526,32.01092477800489,32.28927993774414,100392762,0.0,0.0
2021-04-19 00:00:00+05:30,31.175858490580055,31.36142979315648,30.155221635627036,30.75832748413086,122301341,0.0,0.0
2021-04-20 00:00:00+05:30,31.54700335161332,31.732574667459676,30.9902929435527,31.268648147583008,117371947,0.0,0.0
2021-04-22 00:00:00+05:30,30.80471450321306,31.686175395010746,30.66553516364798,31.454212188720703,100459282,0.0,0.0
2021-04-23 00:00:00+05:30,31.083072522107294,32.1964967233321,30.99028864678771,31.546998977661133,122182836,0.0,0.0
2021-04-26 00:00:00+05:30,31.778963462066354,32.196497996470875,31.778963462066354,31.964534759521484,73069756,0.0,0.0
2021-04-27 00:00:00+05:30,31.91814454126495,32.75321011562816,31.871749059790638,32.428462982177734,97206393,0.0,0.0
2021-04-28 00:00:00+05:30,32.660422642286214,33.217132964013075,32.52124329211555,33.07795715332031,94894461,0.0,0.0
2021-04-29 00:00:00+05:30,33.21713373716715,33.58827631994229,32.38206823514008,32.521244049072266,127130844,0.0,0.0
2021-04-30 00:00:00+05:30,32.05731532353187,33.12434751895079,32.010923388834904,32.335670471191406,95008214,0.0,0.0
2021-05-03 00:00:00+05:30,32.01092529296875,32.19649658227286,31.546998839447465,32.01092529296875,105720320,0.0,0.0
2021-05-04 00:00:00+05:30,32.28928099124489,36.37183526554811,32.196497114797175,34.74809265136719,426069700,0.0,0.0
2021-05-05 00:00:00+05:30,35.76872945020399,35.90790880435355,34.46973748254606,34.74809265136719,178293892,0.0,0.0
2021-05-06 00:00:00+05:30,34.79448240743438,35.026445623483944,33.58827439187221,33.77384567260742,114302420,0.0,0.0
2021-05-07 00:00:00+05:30,34.00581286240867,34.2841680462998,33.35631507367722,33.63467025756836,110980908,0.0,0.0
2021-05-10 00:00:00+05:30,33.91302379424888,34.05220314917337,32.474852464433845,33.03156280517578,175653730,0.0,0.0
2021-05-11 00:00:00+05:30,32.3356727576847,32.79959921641463,31.315035964270052,32.521244049072266,231689524,0.0,0.0
2021-05-12 00:00:00+05:30,33.170743568841715,35.44398404579084,32.98517226755396,34.423343658447266,345869236,0.0,0.0
2021-05-14 00:00:00+05:30,35.07284199523621,35.62955590786175,33.86663382709822,34.144989013671875,185587845,0.0,0.0
2021-05-17 00:00:00+05:30,34.51612790985728,35.07283822313004,34.19137727754997,34.93366241455078,108033820,0.0,0.0
2021-05-18 00:00:00+05:30,35.583156843187076,35.583156843187076,34.51612814554851,34.655303955078125,91471489,0.0,0.0
2021-05-19 00:00:00+05:30,33.68106360947955,34.191382057907745,33.17074516105135,33.588279724121094,154514444,0.0,0.0
2021-05-20 00:00:00+05:30,33.86663029988607,35.16562575457696,33.35631192107103,34.79448318481445,339156585,0.0,0.0
